"Time (EpSec)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
790.716,-2698.457896,-4649.253550,3443.657149,-0.160645,-0.028736,-0.163590
790.916,-2698.490025,-4649.259297,3443.624431,-0.160645,-0.028735,-0.163590
791.116,-2698.522154,-4649.265044,3443.591713,-0.160643,-0.028734,-0.163592
791.316,-2698.554282,-4649.270791,3443.558994,-0.160642,-0.028734,-0.163593
791.516,-2698.586410,-4649.276538,3443.526275,-0.160640,-0.028732,-0.163595
791.716,-2698.618538,-4649.282284,3443.493556,-0.160639,-0.028732,-0.163596
791.916,-2698.650666,-4649.288031,3443.460837,-0.160638,-0.028732,-0.163598
792.116,-2698.682793,-4649.293777,3443.428117,-0.160636,-0.028732,-0.163599
792.316,-2698.714920,-4649.299523,3443.395397,-0.160635,-0.028731,-0.163600
792.516,-2698.747047,-4649.305270,3443.362677,-0.160635,-0.028730,-0.163601
792.716,-2698.779174,-4649.311016,3443.329957,-0.160633,-0.028729,-0.163602
792.916,-2698.811300,-4649.316761,3443.297236,-0.160632,-0.028730,-0.163603
793.116,-2698.843426,-4649.322507,3443.264515,-0.160631,-0.028729,-0.163605
793.316,-2698.875552,-4649.328253,3443.231794,-0.160629,-0.028727,-0.163607
793.516,-2698.907678,-4649.333998,3443.199073,-0.160628,-0.028727,-0.163608
793.716,-2698.939804,-4649.339744,3443.166351,-0.160627,-0.028727,-0.163609
793.916,-2698.971929,-4649.345489,3443.133629,-0.160626,-0.028725,-0.163611
794.116,-2699.004054,-4649.351234,3443.100907,-0.160625,-0.028725,-0.163612
794.316,-2699.036179,-4649.356979,3443.068185,-0.160624,-0.028725,-0.163613
794.516,-2699.068303,-4649.362724,3443.035462,-0.160623,-0.028723,-0.163614
794.716,-2699.100427,-4649.368468,3443.002739,-0.160621,-0.028724,-0.163615
794.916,-2699.132551,-4649.374213,3442.970016,-0.160620,-0.028722,-0.163617
795.116,-2699.164675,-4649.379958,3442.937292,-0.160619,-0.028720,-0.163618
795.316,-2699.196799,-4649.385702,3442.904569,-0.160618,-0.028720,-0.163619
795.516,-2699.228922,-4649.391446,3442.871844,-0.160616,-0.028720,-0.163621
795.716,-2699.261045,-4649.397190,3442.839120,-0.160615,-0.028720,-0.163622
795.916,-2699.293168,-4649.402934,3442.806396,-0.160614,-0.028718,-0.163623
796.116,-2699.325290,-4649.408678,3442.773671,-0.160613,-0.028718,-0.163624
796.316,-2699.357413,-4649.414422,3442.740946,-0.160612,-0.028718,-0.163626
796.516,-2699.389535,-4649.420165,3442.708221,-0.160610,-0.028717,-0.163627
796.716,-2699.421657,-4649.425909,3442.675495,-0.160609,-0.028716,-0.163629
796.916,-2699.453778,-4649.431652,3442.642769,-0.160608,-0.028716,-0.163629
797.116,-2699.485900,-4649.437395,3442.610043,-0.160607,-0.028715,-0.163631
797.316,-2699.518021,-4649.443138,3442.577317,-0.160605,-0.028715,-0.163633
797.516,-2699.550142,-4649.448881,3442.544590,-0.160604,-0.028713,-0.163634
797.716,-2699.582262,-4649.454624,3442.511864,-0.160603,-0.028713,-0.163635
797.916,-2699.614383,-4649.460366,3442.479137,-0.160602,-0.028714,-0.163636
798.116,-2699.646503,-4649.466109,3442.446409,-0.160601,-0.028713,-0.163637
798.316,-2699.678623,-4649.471851,3442.413681,-0.160600,-0.028711,-0.163638
798.516,-2699.710743,-4649.477594,3442.380953,-0.160598,-0.028711,-0.163640
798.716,-2699.742862,-4649.483336,3442.348225,-0.160597,-0.028709,-0.163641
798.916,-2699.774981,-4649.489078,3442.315497,-0.160596,-0.028709,-0.163642
799.116,-2699.807100,-4649.494820,3442.282768,-0.160594,-0.028709,-0.163644
799.316,-2699.839219,-4649.500561,3442.250039,-0.160593,-0.028708,-0.163645
799.516,-2699.871338,-4649.506303,3442.217310,-0.160592,-0.028708,-0.163646
799.716,-2699.903456,-4649.512044,3442.184581,-0.160591,-0.028706,-0.163648
799.916,-2699.935574,-4649.517786,3442.151851,-0.160590,-0.028707,-0.163649
800.116,-2699.967692,-4649.523527,3442.119121,-0.160589,-0.028705,-0.163650
800.316,-2699.999809,-4649.529268,3442.086391,-0.160588,-0.028705,-0.163651
800.516,-2700.031926,-4649.535009,3442.053660,-0.160586,-0.028704,-0.163653
800.716,-2700.064043,-4649.540750,3442.020930,-0.160585,-0.028704,-0.163654
800.916,-2700.096160,-4649.546491,3441.988199,-0.160584,-0.028703,-0.163656
801.116,-2700.128277,-4649.552231,3441.955468,-0.160583,-0.028702,-0.163657
801.316,-2700.160393,-4649.557972,3441.922736,-0.160582,-0.028702,-0.163658
801.516,-2700.192509,-4649.563712,3441.890004,-0.160581,-0.028702,-0.163659
801.716,-2700.224625,-4649.569452,3441.857272,-0.160580,-0.028701,-0.163660
801.916,-2700.256741,-4649.575192,3441.824540,-0.160578,-0.028700,-0.163662
802.116,-2700.288856,-4649.580932,3441.791808,-0.160577,-0.028699,-0.163663
802.316,-2700.320971,-4649.586672,3441.759075,-0.160575,-0.028699,-0.163665
802.516,-2700.353086,-4649.592412,3441.726342,-0.160575,-0.028697,-0.163665
802.716,-2700.385201,-4649.598151,3441.693608,-0.160573,-0.028697,-0.163667
802.916,-2700.417315,-4649.603891,3441.660875,-0.160572,-0.028697,-0.163668
803.116,-2700.449429,-4649.609630,3441.628141,-0.160571,-0.028697,-0.163669
803.316,-2700.481543,-4649.615369,3441.595407,-0.160569,-0.028694,-0.163671
803.516,-2700.513657,-4649.621108,3441.562673,-0.160568,-0.028695,-0.163673
803.716,-2700.545770,-4649.626847,3441.529938,-0.160567,-0.028694,-0.163674
803.916,-2700.577883,-4649.632586,3441.497203,-0.160566,-0.028694,-0.163674
804.116,-2700.609996,-4649.638325,3441.464468,-0.160565,-0.028692,-0.163676
804.316,-2700.642109,-4649.644063,3441.431733,-0.160563,-0.028693,-0.163678
804.516,-2700.674222,-4649.649802,3441.398997,-0.160562,-0.028692,-0.163678
804.716,-2700.706334,-4649.655540,3441.366261,-0.160561,-0.028690,-0.163680
804.916,-2700.738446,-4649.661278,3441.333525,-0.160560,-0.028690,-0.163681
805.116,-2700.770558,-4649.667016,3441.300789,-0.160559,-0.028690,-0.163682
805.316,-2700.802669,-4649.672754,3441.268052,-0.160558,-0.028689,-0.163683
805.516,-2700.834781,-4649.678492,3441.235315,-0.160556,-0.028687,-0.163686
805.716,-2700.866891,-4649.684229,3441.202578,-0.160556,-0.028688,-0.163686
805.916,-2700.899002,-4649.689967,3441.169840,-0.160554,-0.028687,-0.163688
806.116,-2700.931113,-4649.695704,3441.137103,-0.160552,-0.028685,-0.163689
806.316,-2700.963223,-4649.701441,3441.104365,-0.160551,-0.028686,-0.163691
806.516,-2700.995333,-4649.707179,3441.071626,-0.160550,-0.028686,-0.163692
806.716,-2701.027443,-4649.712915,3441.038888,-0.160549,-0.028683,-0.163693
806.916,-2701.059552,-4649.718652,3441.006149,-0.160548,-0.028683,-0.163694
807.116,-2701.091662,-4649.724389,3440.973410,-0.160547,-0.028683,-0.163695
807.316,-2701.123771,-4649.730126,3440.940671,-0.160545,-0.028683,-0.163697
807.516,-2701.155880,-4649.735862,3440.907931,-0.160545,-0.028682,-0.163698
807.716,-2701.187989,-4649.741598,3440.875192,-0.160543,-0.028682,-0.163699
807.916,-2701.220097,-4649.747335,3440.842452,-0.160542,-0.028681,-0.163701
808.116,-2701.252205,-4649.753071,3440.809711,-0.160541,-0.028679,-0.163702
808.316,-2701.284313,-4649.758807,3440.776971,-0.160539,-0.028680,-0.163703
808.516,-2701.316421,-4649.764543,3440.744230,-0.160538,-0.028679,-0.163705
808.716,-2701.348528,-4649.770278,3440.711489,-0.160538,-0.028679,-0.163705
808.916,-2701.380635,-4649.776014,3440.678748,-0.160536,-0.028676,-0.163707
809.116,-2701.412742,-4649.781749,3440.646006,-0.160535,-0.028676,-0.163709
809.316,-2701.444849,-4649.787485,3440.613264,-0.160533,-0.028676,-0.163710
809.516,-2701.476955,-4649.793220,3440.580522,-0.160532,-0.028675,-0.163711
809.716,-2701.509062,-4649.798955,3440.547780,-0.160531,-0.028674,-0.163712
809.916,-2701.541167,-4649.804690,3440.515037,-0.160530,-0.028675,-0.163714
810.116,-2701.573273,-4649.810425,3440.482294,-0.160528,-0.028674,-0.163715
810.316,-2701.605379,-4649.816159,3440.449551,-0.160527,-0.028673,-0.163716
810.516,-2701.637484,-4649.821894,3440.416808,-0.160526,-0.028672,-0.163717
810.716,-2701.669589,-4649.827628,3440.384064,-0.160525,-0.028672,-0.163719
810.916,-2701.701694,-4649.833362,3440.351320,-0.160524,-0.028672,-0.163720
811.116,-2701.733798,-4649.839097,3440.318576,-0.160522,-0.028671,-0.163722
811.316,-2701.765903,-4649.844831,3440.285832,-0.160521,-0.028669,-0.163723
811.516,-2701.798007,-4649.850564,3440.253087,-0.160520,-0.028669,-0.163724
811.716,-2701.830111,-4649.856298,3440.220342,-0.160519,-0.028669,-0.163725
811.916,-2701.862214,-4649.862032,3440.187597,-0.160518,-0.028667,-0.163726
812.116,-2701.894317,-4649.867765,3440.154851,-0.160517,-0.028667,-0.163728
812.316,-2701.926421,-4649.873499,3440.122106,-0.160515,-0.028666,-0.163729
812.516,-2701.958524,-4649.879232,3440.089360,-0.160515,-0.028666,-0.163730
812.716,-2701.990626,-4649.884965,3440.056613,-0.160513,-0.028665,-0.163732
812.916,-2702.022728,-4649.890698,3440.023867,-0.160512,-0.028665,-0.163733
813.116,-2702.054831,-4649.896431,3439.991120,-0.160511,-0.028663,-0.163734
813.316,-2702.086932,-4649.902164,3439.958373,-0.160509,-0.028662,-0.163736
813.516,-2702.119034,-4649.907896,3439.925626,-0.160508,-0.028662,-0.163737
813.716,-2702.151136,-4649.913629,3439.892878,-0.160507,-0.028662,-0.163738
813.916,-2702.183237,-4649.919361,3439.860131,-0.160506,-0.028662,-0.163739
814.116,-2702.215338,-4649.925093,3439.827383,-0.160505,-0.028660,-0.163740
814.316,-2702.247438,-4649.930825,3439.794634,-0.160503,-0.028661,-0.163742
814.516,-2702.279539,-4649.936557,3439.761886,-0.160502,-0.028659,-0.163743
814.716,-2702.311639,-4649.942289,3439.729137,-0.160501,-0.028659,-0.163745
814.916,-2702.343739,-4649.948021,3439.696388,-0.160500,-0.028658,-0.163746
815.116,-2702.375839,-4649.953753,3439.663639,-0.160499,-0.028658,-0.163747
815.316,-2702.407938,-4649.959484,3439.630889,-0.160497,-0.028656,-0.163749
815.516,-2702.440038,-4649.965215,3439.598139,-0.160496,-0.028656,-0.163750
815.716,-2702.472136,-4649.970947,3439.565389,-0.160495,-0.028655,-0.163751
815.916,-2702.504235,-4649.976678,3439.532639,-0.160494,-0.028655,-0.163752
816.116,-2702.536334,-4649.982409,3439.499888,-0.160493,-0.028655,-0.163753
816.316,-2702.568432,-4649.988139,3439.467137,-0.160491,-0.028652,-0.163756
816.516,-2702.600530,-4649.993870,3439.434386,-0.160490,-0.028652,-0.163757
816.716,-2702.632628,-4649.999601,3439.401635,-0.160489,-0.028653,-0.163757
816.916,-2702.664725,-4650.005331,3439.368883,-0.160488,-0.028651,-0.163759
817.116,-2702.696823,-4650.011061,3439.336131,-0.160486,-0.028651,-0.163760
817.316,-2702.728920,-4650.016791,3439.303379,-0.160485,-0.028651,-0.163761
817.516,-2702.761017,-4650.022521,3439.270626,-0.160484,-0.028651,-0.163762
817.716,-2702.793113,-4650.028251,3439.237874,-0.160483,-0.028649,-0.163764
817.916,-2702.825209,-4650.033981,3439.205121,-0.160482,-0.028649,-0.163765
818.116,-2702.857306,-4650.039711,3439.172368,-0.160480,-0.028648,-0.163767
818.316,-2702.889402,-4650.045440,3439.139614,-0.160480,-0.028647,-0.163768
818.516,-2702.921497,-4650.051170,3439.106860,-0.160478,-0.028647,-0.163769
818.716,-2702.953593,-4650.056899,3439.074106,-0.160477,-0.028646,-0.163770
818.916,-2702.985688,-4650.062628,3439.041352,-0.160476,-0.028645,-0.163772
819.116,-2703.017783,-4650.068357,3439.008598,-0.160474,-0.028644,-0.163773
819.316,-2703.049877,-4650.074086,3438.975843,-0.160473,-0.028644,-0.163774
819.516,-2703.081972,-4650.079815,3438.943088,-0.160472,-0.028644,-0.163776
819.716,-2703.114066,-4650.085543,3438.910333,-0.160471,-0.028641,-0.163777
819.916,-2703.146160,-4650.091272,3438.877577,-0.160470,-0.028642,-0.163778
820.116,-2703.178254,-4650.097000,3438.844821,-0.160468,-0.028641,-0.163780
820.316,-2703.210347,-4650.102728,3438.812065,-0.160467,-0.028641,-0.163781
820.516,-2703.242441,-4650.108456,3438.779309,-0.160465,-0.028641,-0.163783
820.716,-2703.274533,-4650.114184,3438.746552,-0.160465,-0.028640,-0.163783
820.916,-2703.306626,-4650.119912,3438.713796,-0.160464,-0.028639,-0.163785
821.116,-2703.338719,-4650.125640,3438.681038,-0.160462,-0.028639,-0.163786
821.316,-2703.370811,-4650.131368,3438.648281,-0.160462,-0.028637,-0.163787
821.516,-2703.402903,-4650.137095,3438.615523,-0.160460,-0.028637,-0.163789
821.716,-2703.434995,-4650.142822,3438.582766,-0.160458,-0.028637,-0.163790
821.916,-2703.467086,-4650.148550,3438.550008,-0.160458,-0.028635,-0.163791
822.116,-2703.499178,-4650.154277,3438.517249,-0.160456,-0.028634,-0.163793
822.316,-2703.531269,-4650.160004,3438.484491,-0.160455,-0.028634,-0.163794
822.516,-2703.563360,-4650.165730,3438.451732,-0.160454,-0.028633,-0.163795
822.716,-2703.595450,-4650.171457,3438.418972,-0.160452,-0.028632,-0.163797
822.916,-2703.627540,-4650.177184,3438.386213,-0.160451,-0.028631,-0.163798
823.116,-2703.659631,-4650.182910,3438.353453,-0.160450,-0.028631,-0.163799
823.316,-2703.691720,-4650.188636,3438.320694,-0.160449,-0.028631,-0.163800
823.516,-2703.723810,-4650.194363,3438.287933,-0.160448,-0.028630,-0.163802
823.716,-2703.755899,-4650.200089,3438.255173,-0.160447,-0.028630,-0.163803
823.916,-2703.787988,-4650.205814,3438.222412,-0.160446,-0.028630,-0.163804
824.116,-2703.820077,-4650.211540,3438.189651,-0.160444,-0.028629,-0.163806
824.316,-2703.852166,-4650.217266,3438.156890,-0.160443,-0.028627,-0.163807
824.516,-2703.884255,-4650.222991,3438.124128,-0.160442,-0.028627,-0.163808
824.716,-2703.916343,-4650.228717,3438.091367,-0.160442,-0.028625,-0.163809
824.916,-2703.948431,-4650.234442,3438.058605,-0.160440,-0.028626,-0.163810
825.116,-2703.980518,-4650.240167,3438.025843,-0.160438,-0.028625,-0.163812
825.316,-2704.012606,-4650.245892,3437.993080,-0.160437,-0.028624,-0.163813
825.516,-2704.044693,-4650.251617,3437.960317,-0.160436,-0.028624,-0.163815
825.716,-2704.076780,-4650.257342,3437.927554,-0.160434,-0.028623,-0.163816
825.916,-2704.108867,-4650.263066,3437.894791,-0.160434,-0.028623,-0.163817
826.116,-2704.140953,-4650.268791,3437.862028,-0.160432,-0.028620,-0.163819
826.316,-2704.173040,-4650.274515,3437.829264,-0.160431,-0.028622,-0.163819
826.516,-2704.205126,-4650.280240,3437.796500,-0.160430,-0.028620,-0.163821
826.716,-2704.237211,-4650.285964,3437.763735,-0.160429,-0.028620,-0.163822
826.916,-2704.269297,-4650.291688,3437.730971,-0.160428,-0.028618,-0.163823
827.116,-2704.301382,-4650.297411,3437.698206,-0.160427,-0.028618,-0.163825
827.316,-2704.333467,-4650.303135,3437.665441,-0.160425,-0.028618,-0.163826
827.516,-2704.365552,-4650.308859,3437.632675,-0.160424,-0.028618,-0.163827
827.716,-2704.397637,-4650.314582,3437.599910,-0.160423,-0.028617,-0.163828
827.916,-2704.429721,-4650.320306,3437.567144,-0.160421,-0.028617,-0.163830
828.116,-2704.461805,-4650.326029,3437.534378,-0.160420,-0.028616,-0.163832
828.316,-2704.493889,-4650.331752,3437.501612,-0.160419,-0.028616,-0.163833
828.516,-2704.525973,-4650.337475,3437.468845,-0.160418,-0.028613,-0.163834
828.716,-2704.558056,-4650.343198,3437.436078,-0.160417,-0.028613,-0.163835
828.916,-2704.590139,-4650.348920,3437.403311,-0.160415,-0.028614,-0.163837
829.116,-2704.622222,-4650.354643,3437.370544,-0.160414,-0.028613,-0.163838
829.316,-2704.654305,-4650.360365,3437.337776,-0.160413,-0.028610,-0.163839
829.516,-2704.686387,-4650.366088,3437.305008,-0.160412,-0.028612,-0.163840
829.716,-2704.718469,-4650.371810,3437.272240,-0.160411,-0.028610,-0.163842
829.916,-2704.750551,-4650.377532,3437.239471,-0.160410,-0.028609,-0.163843
830.116,-2704.782633,-4650.383254,3437.206703,-0.160408,-0.028609,-0.163844
830.316,-2704.814714,-4650.388976,3437.173934,-0.160407,-0.028609,-0.163845
830.516,-2704.846796,-4650.394697,3437.141164,-0.160406,-0.028606,-0.163847
830.716,-2704.878876,-4650.400419,3437.108395,-0.160406,-0.028608,-0.163847
830.916,-2704.910957,-4650.406140,3437.075625,-0.160403,-0.028607,-0.163850
831.116,-2704.943038,-4650.411861,3437.042855,-0.160403,-0.028606,-0.163850
831.316,-2704.975118,-4650.417583,3437.010085,-0.160401,-0.028604,-0.163852
831.516,-2705.007198,-4650.423304,3436.977314,-0.160399,-0.028603,-0.163854
831.716,-2705.039278,-4650.429024,3436.944544,-0.160399,-0.028602,-0.163854
831.916,-2705.071357,-4650.434745,3436.911773,-0.160398,-0.028604,-0.163855
832.116,-2705.103436,-4650.440466,3436.879002,-0.160396,-0.028603,-0.163857
832.316,-2705.135515,-4650.446186,3436.846230,-0.160395,-0.028602,-0.163859
832.516,-2705.167594,-4650.451907,3436.813458,-0.160394,-0.028602,-0.163860
832.716,-2705.199673,-4650.457627,3436.780686,-0.160392,-0.028602,-0.163861
832.916,-2705.231751,-4650.463347,3436.747914,-0.160392,-0.028600,-0.163862
833.116,-2705.263829,-4650.469067,3436.715141,-0.160390,-0.028599,-0.163863
833.316,-2705.295907,-4650.474787,3436.682368,-0.160389,-0.028599,-0.163865
833.516,-2705.327985,-4650.480507,3436.649595,-0.160388,-0.028597,-0.163866
833.716,-2705.360062,-4650.486226,3436.616822,-0.160387,-0.028597,-0.163867
833.916,-2705.392139,-4650.491946,3436.584049,-0.160385,-0.028597,-0.163869
834.116,-2705.424216,-4650.497665,3436.551275,-0.160384,-0.028595,-0.163870
834.316,-2705.456293,-4650.503384,3436.518500,-0.160382,-0.028595,-0.163872
834.516,-2705.488369,-4650.509103,3436.485726,-0.160382,-0.028595,-0.163873
834.716,-2705.520445,-4650.514822,3436.452951,-0.160380,-0.028595,-0.163874
834.916,-2705.552521,-4650.520541,3436.420177,-0.160379,-0.028595,-0.163875
835.116,-2705.584597,-4650.526260,3436.387401,-0.160378,-0.028592,-0.163877
835.316,-2705.616672,-4650.531978,3436.354626,-0.160377,-0.028592,-0.163878
835.516,-2705.648748,-4650.537697,3436.321850,-0.160376,-0.028593,-0.163879
835.716,-2705.680822,-4650.543415,3436.289074,-0.160375,-0.028590,-0.163880
835.916,-2705.712897,-4650.549133,3436.256298,-0.160373,-0.028592,-0.163881
836.116,-2705.744972,-4650.554851,3436.223522,-0.160373,-0.028590,-0.163882
836.316,-2705.777046,-4650.560569,3436.190745,-0.160371,-0.028588,-0.163884
836.516,-2705.809120,-4650.566287,3436.157968,-0.160370,-0.028588,-0.163885
836.716,-2705.841193,-4650.572005,3436.125191,-0.160368,-0.028588,-0.163887
836.916,-2705.873267,-4650.577722,3436.092414,-0.160367,-0.028588,-0.163888
837.116,-2705.905340,-4650.583439,3436.059636,-0.160366,-0.028586,-0.163890
837.316,-2705.937413,-4650.589157,3436.026858,-0.160365,-0.028585,-0.163891
837.516,-2705.969486,-4650.594874,3435.994079,-0.160364,-0.028585,-0.163892
837.716,-2706.001559,-4650.600591,3435.961301,-0.160362,-0.028586,-0.163893
837.916,-2706.033631,-4650.606308,3435.928522,-0.160361,-0.028582,-0.163895
838.116,-2706.065703,-4650.612025,3435.895743,-0.160360,-0.028583,-0.163896
838.316,-2706.097775,-4650.617741,3435.862964,-0.160359,-0.028583,-0.163897
838.516,-2706.129847,-4650.623458,3435.830184,-0.160358,-0.028583,-0.163898
838.716,-2706.161918,-4650.629174,3435.797405,-0.160357,-0.028581,-0.163900
838.916,-2706.193989,-4650.634890,3435.764625,-0.160355,-0.028581,-0.163901
839.116,-2706.226060,-4650.640606,3435.731844,-0.160354,-0.028580,-0.163903
839.316,-2706.258130,-4650.646322,3435.699064,-0.160354,-0.028579,-0.163903
839.516,-2706.290201,-4650.652038,3435.666283,-0.160352,-0.028579,-0.163905
839.716,-2706.322271,-4650.657754,3435.633502,-0.160351,-0.028579,-0.163906
839.916,-2706.354341,-4650.663469,3435.600721,-0.160349,-0.028578,-0.163908
840.116,-2706.386410,-4650.669185,3435.567939,-0.160348,-0.028576,-0.163909
840.316,-2706.418480,-4650.674900,3435.535157,-0.160347,-0.028576,-0.163910
840.516,-2706.450549,-4650.680616,3435.502375,-0.160346,-0.028575,-0.163911
840.716,-2706.482618,-4650.686331,3435.469593,-0.160345,-0.028574,-0.163912
840.916,-2706.514686,-4650.692046,3435.436810,-0.160343,-0.028574,-0.163914
841.116,-2706.546755,-4650.697760,3435.404027,-0.160343,-0.028574,-0.163914
841.316,-2706.578823,-4650.703475,3435.371244,-0.160341,-0.028573,-0.163916
841.516,-2706.610891,-4650.709190,3435.338460,-0.160340,-0.028572,-0.163918
841.716,-2706.642959,-4650.714904,3435.305677,-0.160339,-0.028572,-0.163919
841.916,-2706.675026,-4650.720618,3435.272893,-0.160338,-0.028572,-0.163920
842.116,-2706.707094,-4650.726332,3435.240109,-0.160336,-0.028572,-0.163921
842.316,-2706.739161,-4650.732047,3435.207324,-0.160335,-0.028569,-0.163923
842.516,-2706.771228,-4650.737760,3435.174539,-0.160333,-0.028569,-0.163925
842.716,-2706.803294,-4650.743474,3435.141755,-0.160333,-0.028569,-0.163925
842.916,-2706.835360,-4650.749188,3435.108970,-0.160331,-0.028568,-0.163926
843.116,-2706.867426,-4650.754901,3435.076184,-0.160330,-0.028567,-0.163928
843.316,-2706.899492,-4650.760615,3435.043398,-0.160329,-0.028567,-0.163929
843.516,-2706.931558,-4650.766328,3435.010612,-0.160328,-0.028565,-0.163931
843.716,-2706.963623,-4650.772041,3434.977826,-0.160326,-0.028565,-0.163932
843.916,-2706.995688,-4650.777754,3434.945040,-0.160326,-0.028565,-0.163933
844.116,-2707.027753,-4650.783467,3434.912253,-0.160324,-0.028565,-0.163935
844.316,-2707.059818,-4650.789180,3434.879466,-0.160323,-0.028563,-0.163936
844.516,-2707.091882,-4650.794892,3434.846678,-0.160322,-0.028561,-0.163937
844.716,-2707.123946,-4650.800605,3434.813891,-0.160321,-0.028562,-0.163938
844.916,-2707.156010,-4650.806317,3434.781103,-0.160319,-0.028563,-0.163939
845.116,-2707.188074,-4650.812030,3434.748315,-0.160319,-0.028560,-0.163940
845.316,-2707.220137,-4650.817742,3434.715527,-0.160317,-0.028560,-0.163942
845.516,-2707.252200,-4650.823454,3434.682738,-0.160316,-0.028560,-0.163943
845.716,-2707.284263,-4650.829165,3434.649949,-0.160315,-0.028560,-0.163944
845.916,-2707.316326,-4650.834877,3434.617161,-0.160313,-0.028558,-0.163946
846.116,-2707.348388,-4650.840589,3434.584371,-0.160312,-0.028558,-0.163948
846.316,-2707.380450,-4650.846300,3434.551581,-0.160311,-0.028556,-0.163948
846.516,-2707.412512,-4650.852012,3434.518791,-0.160310,-0.028555,-0.163950
846.716,-2707.444574,-4650.857723,3434.486001,-0.160309,-0.028555,-0.163951
846.916,-2707.476635,-4650.863434,3434.453211,-0.160307,-0.028555,-0.163953
847.116,-2707.508697,-4650.869145,3434.420421,-0.160306,-0.028554,-0.163954
847.316,-2707.540758,-4650.874856,3434.387630,-0.160305,-0.028554,-0.163955
847.516,-2707.572819,-4650.880566,3434.354838,-0.160304,-0.028553,-0.163956
847.716,-2707.604879,-4650.886277,3434.322047,-0.160302,-0.028553,-0.163958
847.916,-2707.636939,-4650.891987,3434.289256,-0.160300,-0.028553,-0.163959
848.116,-2707.668999,-4650.897698,3434.256464,-0.160300,-0.028551,-0.163960
848.316,-2707.701059,-4650.903408,3434.223671,-0.160299,-0.028551,-0.163962
848.516,-2707.733119,-4650.909118,3434.190879,-0.160298,-0.028548,-0.163962
848.716,-2707.765178,-4650.914828,3434.158086,-0.160297,-0.028547,-0.163964
848.916,-2707.797237,-4650.920537,3434.125293,-0.160295,-0.028549,-0.163966
849.116,-2707.829296,-4650.926247,3434.092500,-0.160294,-0.028546,-0.163967
849.316,-2707.861354,-4650.931957,3434.059707,-0.160292,-0.028548,-0.163968
849.516,-2707.893413,-4650.937666,3434.026913,-0.160292,-0.028547,-0.163969
849.716,-2707.925471,-4650.943375,3433.994119,-0.160291,-0.028546,-0.163970
849.916,-2707.957529,-4650.949084,3433.961325,-0.160290,-0.028544,-0.163972
850.116,-2707.989586,-4650.954793,3433.928530,-0.160288,-0.028544,-0.163973
850.316,-2708.021644,-4650.960502,3433.895735,-0.160287,-0.028544,-0.163974
850.516,-2708.053701,-4650.966211,3433.862940,-0.160286,-0.028544,-0.163975
850.716,-2708.085758,-4650.971920,3433.830145,-0.160284,-0.028541,-0.163978
850.916,-2708.117814,-4650.977628,3433.797350,-0.160283,-0.028542,-0.163979
851.116,-2708.149871,-4650.983336,3433.764554,-0.160282,-0.028541,-0.163980
851.316,-2708.181927,-4650.989045,3433.731758,-0.160281,-0.028541,-0.163981
851.516,-2708.213983,-4650.994753,3433.698961,-0.160279,-0.028540,-0.163982
851.716,-2708.246039,-4651.000461,3433.666165,-0.160278,-0.028539,-0.163984
851.916,-2708.278094,-4651.006169,3433.633368,-0.160277,-0.028539,-0.163985
852.116,-2708.310149,-4651.011876,3433.600571,-0.160276,-0.028538,-0.163986
852.316,-2708.342204,-4651.017584,3433.567774,-0.160275,-0.028537,-0.163987
852.516,-2708.374259,-4651.023291,3433.534976,-0.160274,-0.028537,-0.163988
852.716,-2708.406314,-4651.028999,3433.502178,-0.160272,-0.028537,-0.163990
852.916,-2708.438368,-4651.034706,3433.469380,-0.160272,-0.028534,-0.163991
853.116,-2708.470422,-4651.040413,3433.436582,-0.160270,-0.028534,-0.163992
853.316,-2708.502476,-4651.046120,3433.403783,-0.160269,-0.028535,-0.163993
853.516,-2708.534529,-4651.051827,3433.370984,-0.160267,-0.028534,-0.163995
853.716,-2708.566582,-4651.057533,3433.338185,-0.160266,-0.028533,-0.163997
853.916,-2708.598635,-4651.063240,3433.305386,-0.160265,-0.028532,-0.163998
854.116,-2708.630688,-4651.068946,3433.272586,-0.160264,-0.028532,-0.163999
854.316,-2708.662741,-4651.074653,3433.239786,-0.160263,-0.028530,-0.164000
854.516,-2708.694793,-4651.080359,3433.206986,-0.160262,-0.028530,-0.164001
854.716,-2708.726845,-4651.086065,3433.174186,-0.160260,-0.028530,-0.164003
854.916,-2708.758897,-4651.091771,3433.141385,-0.160259,-0.028530,-0.164004
855.116,-2708.790949,-4651.097477,3433.108584,-0.160258,-0.028529,-0.164005
855.316,-2708.823000,-4651.103182,3433.075783,-0.160257,-0.028527,-0.164007
855.516,-2708.855051,-4651.108888,3433.042981,-0.160255,-0.028527,-0.164008
855.716,-2708.887102,-4651.114593,3433.010180,-0.160255,-0.028527,-0.164009
855.916,-2708.919153,-4651.120298,3432.977378,-0.160253,-0.028526,-0.164011
856.116,-2708.951203,-4651.126003,3432.944576,-0.160252,-0.028525,-0.164012
856.316,-2708.983253,-4651.131708,3432.911773,-0.160251,-0.028525,-0.164013
856.516,-2709.015303,-4651.137413,3432.878970,-0.160249,-0.028523,-0.164015
856.716,-2709.047353,-4651.143118,3432.846168,-0.160248,-0.028524,-0.164016
856.916,-2709.079402,-4651.148823,3432.813364,-0.160248,-0.028523,-0.164016
