"Time (EpSec)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
238.616,-2605.795349,-4626.728174,3528.502760,-0.170730,-0.046227,-0.149131
238.816,-2605.829519,-4626.737426,3528.472912,-0.170730,-0.046228,-0.149131
239.016,-2605.863688,-4626.746678,3528.443064,-0.170729,-0.046226,-0.149132
239.216,-2605.897858,-4626.755929,3528.413216,-0.170728,-0.046225,-0.149133
239.416,-2605.932027,-4626.765180,3528.383367,-0.170727,-0.046225,-0.149134
239.616,-2605.966196,-4626.774431,3528.353519,-0.170727,-0.046222,-0.149135
239.816,-2606.000365,-4626.783682,3528.323670,-0.170725,-0.046222,-0.149137
240.016,-2606.034534,-4626.792932,3528.293820,-0.170725,-0.046219,-0.149138
240.216,-2606.068702,-4626.802182,3528.263971,-0.170725,-0.046219,-0.149138
240.416,-2606.102871,-4626.811432,3528.234122,-0.170724,-0.046218,-0.149139
240.616,-2606.137039,-4626.820682,3528.204272,-0.170724,-0.046215,-0.149140
240.816,-2606.171208,-4626.829932,3528.174422,-0.170723,-0.046215,-0.149141
241.016,-2606.205376,-4626.839181,3528.144572,-0.170722,-0.046214,-0.149141
241.216,-2606.239544,-4626.848430,3528.114721,-0.170722,-0.046212,-0.149143
241.416,-2606.273712,-4626.857679,3528.084871,-0.170721,-0.046211,-0.149144
241.616,-2606.307880,-4626.866927,3528.055020,-0.170719,-0.046210,-0.149145
241.816,-2606.342048,-4626.876176,3528.025169,-0.170719,-0.046209,-0.149145
242.016,-2606.376215,-4626.885424,3527.995318,-0.170718,-0.046208,-0.149147
242.216,-2606.410383,-4626.894672,3527.965467,-0.170718,-0.046207,-0.149147
242.416,-2606.444550,-4626.903919,3527.935615,-0.170717,-0.046205,-0.149149
242.616,-2606.478717,-4626.913167,3527.905763,-0.170717,-0.046203,-0.149149
242.816,-2606.512885,-4626.922414,3527.875911,-0.170716,-0.046203,-0.149150
243.016,-2606.547052,-4626.931661,3527.846059,-0.170716,-0.046201,-0.149151
243.216,-2606.581219,-4626.940907,3527.816207,-0.170714,-0.046201,-0.149152
243.416,-2606.615385,-4626.950154,3527.786354,-0.170714,-0.046199,-0.149153
243.616,-2606.649552,-4626.959400,3527.756501,-0.170713,-0.046197,-0.149154
243.816,-2606.683719,-4626.968646,3527.726648,-0.170713,-0.046196,-0.149155
244.016,-2606.717886,-4626.977892,3527.696795,-0.170712,-0.046196,-0.149156
244.216,-2606.752052,-4626.987137,3527.666941,-0.170711,-0.046194,-0.149157
244.416,-2606.786218,-4626.996382,3527.637088,-0.170711,-0.046194,-0.149157
244.616,-2606.820384,-4627.005627,3527.607234,-0.170709,-0.046193,-0.149159
244.816,-2606.854550,-4627.014872,3527.577380,-0.170709,-0.046190,-0.149159
245.016,-2606.888716,-4627.024117,3527.547525,-0.170708,-0.046189,-0.149161
245.216,-2606.922882,-4627.033361,3527.517671,-0.170708,-0.046189,-0.149161
245.416,-2606.957048,-4627.042605,3527.487816,-0.170707,-0.046187,-0.149162
245.616,-2606.991213,-4627.051849,3527.457961,-0.170706,-0.046187,-0.149163
245.816,-2607.025379,-4627.061093,3527.428106,-0.170706,-0.046184,-0.149164
246.016,-2607.059544,-4627.070336,3527.398251,-0.170705,-0.046184,-0.149165
246.216,-2607.093710,-4627.079579,3527.368395,-0.170704,-0.046182,-0.149167
246.416,-2607.127875,-4627.088822,3527.338540,-0.170703,-0.046181,-0.149167
246.616,-2607.162040,-4627.098064,3527.308684,-0.170703,-0.046179,-0.149168
246.816,-2607.196205,-4627.107307,3527.278828,-0.170702,-0.046178,-0.149170
247.016,-2607.230370,-4627.116549,3527.248971,-0.170702,-0.046177,-0.149170
247.216,-2607.264534,-4627.125791,3527.219115,-0.170701,-0.046177,-0.149171
247.416,-2607.298698,-4627.135033,3527.189258,-0.170700,-0.046175,-0.149172
247.616,-2607.332863,-4627.144274,3527.159401,-0.170699,-0.046174,-0.149173
247.816,-2607.367027,-4627.153515,3527.129544,-0.170699,-0.046172,-0.149174
248.016,-2607.401192,-4627.162756,3527.099686,-0.170698,-0.046171,-0.149174
248.216,-2607.435356,-4627.171997,3527.069829,-0.170697,-0.046171,-0.149175
248.416,-2607.469520,-4627.181237,3527.039971,-0.170696,-0.046169,-0.149176
248.616,-2607.503684,-4627.190478,3527.010113,-0.170696,-0.046168,-0.149178
248.816,-2607.537847,-4627.199718,3526.980255,-0.170695,-0.046165,-0.149179
249.016,-2607.572011,-4627.208957,3526.950396,-0.170694,-0.046165,-0.149180
249.216,-2607.606175,-4627.218197,3526.920538,-0.170694,-0.046165,-0.149180
249.416,-2607.640338,-4627.227436,3526.890679,-0.170694,-0.046163,-0.149181
249.616,-2607.674501,-4627.236675,3526.860820,-0.170692,-0.046162,-0.149182
249.816,-2607.708664,-4627.245914,3526.830961,-0.170692,-0.046160,-0.149182
250.016,-2607.742828,-4627.255153,3526.801101,-0.170692,-0.046159,-0.149183
250.216,-2607.776990,-4627.264391,3526.771242,-0.170690,-0.046158,-0.149185
250.416,-2607.811153,-4627.273629,3526.741382,-0.170689,-0.046158,-0.149186
250.616,-2607.845316,-4627.282867,3526.711522,-0.170688,-0.046156,-0.149187
250.816,-2607.879479,-4627.292105,3526.681662,-0.170689,-0.046154,-0.149187
251.016,-2607.913641,-4627.301342,3526.651801,-0.170688,-0.046153,-0.149188
251.216,-2607.947804,-4627.310579,3526.621940,-0.170687,-0.046151,-0.149190
251.416,-2607.981966,-4627.319816,3526.592080,-0.170686,-0.046151,-0.149190
251.616,-2608.016128,-4627.329053,3526.562218,-0.170686,-0.046147,-0.149191
251.816,-2608.050290,-4627.338289,3526.532357,-0.170685,-0.046146,-0.149193
252.016,-2608.084452,-4627.347526,3526.502496,-0.170685,-0.046146,-0.149193
252.216,-2608.118614,-4627.356761,3526.472634,-0.170684,-0.046146,-0.149194
252.416,-2608.152775,-4627.365997,3526.442772,-0.170683,-0.046144,-0.149195
252.616,-2608.186937,-4627.375233,3526.412910,-0.170682,-0.046144,-0.149196
252.816,-2608.221098,-4627.384468,3526.383048,-0.170682,-0.046141,-0.149197
253.016,-2608.255260,-4627.393703,3526.353185,-0.170681,-0.046139,-0.149198
253.216,-2608.289421,-4627.402938,3526.323322,-0.170681,-0.046139,-0.149198
253.416,-2608.323582,-4627.412172,3526.293460,-0.170679,-0.046139,-0.149200
253.616,-2608.357743,-4627.421407,3526.263596,-0.170679,-0.046137,-0.149200
253.816,-2608.391904,-4627.430641,3526.233733,-0.170678,-0.046137,-0.149201
254.016,-2608.426065,-4627.439875,3526.203869,-0.170678,-0.046133,-0.149203
254.216,-2608.460226,-4627.449108,3526.174006,-0.170677,-0.046133,-0.149204
254.416,-2608.494386,-4627.458341,3526.144142,-0.170676,-0.046132,-0.149205
254.616,-2608.528547,-4627.467575,3526.114277,-0.170676,-0.046132,-0.149205
254.816,-2608.562707,-4627.476807,3526.084413,-0.170675,-0.046130,-0.149206
255.016,-2608.596867,-4627.486040,3526.054548,-0.170674,-0.046129,-0.149208
255.216,-2608.631027,-4627.495272,3526.024684,-0.170674,-0.046127,-0.149208
255.416,-2608.665187,-4627.504505,3525.994819,-0.170673,-0.046127,-0.149209
255.616,-2608.699347,-4627.513737,3525.964953,-0.170672,-0.046125,-0.149210
255.816,-2608.733507,-4627.522968,3525.935088,-0.170671,-0.046125,-0.149211
256.016,-2608.767667,-4627.532200,3525.905222,-0.170671,-0.046122,-0.149212
256.216,-2608.801826,-4627.541431,3525.875357,-0.170669,-0.046122,-0.149213
256.416,-2608.835985,-4627.550662,3525.845491,-0.170669,-0.046122,-0.149214
256.616,-2608.870145,-4627.559893,3525.815624,-0.170668,-0.046120,-0.149215
256.816,-2608.904304,-4627.569124,3525.785758,-0.170668,-0.046117,-0.149216
257.016,-2608.938464,-4627.578355,3525.755892,-0.170667,-0.046116,-0.149217
257.216,-2608.972623,-4627.587585,3525.726026,-0.170666,-0.046115,-0.149218
257.416,-2609.006782,-4627.596816,3525.696159,-0.170666,-0.046114,-0.149218
257.616,-2609.040941,-4627.606046,3525.666292,-0.170665,-0.046114,-0.149219
257.816,-2609.075100,-4627.615276,3525.636425,-0.170665,-0.046112,-0.149219
258.016,-2609.109259,-4627.624505,3525.606558,-0.170663,-0.046110,-0.149222
258.216,-2609.143417,-4627.633735,3525.576691,-0.170663,-0.046110,-0.149222
258.416,-2609.177576,-4627.642964,3525.546823,-0.170662,-0.046108,-0.149223
258.616,-2609.211734,-4627.652193,3525.516955,-0.170662,-0.046108,-0.149224
258.816,-2609.245893,-4627.661422,3525.487087,-0.170661,-0.046106,-0.149225
259.016,-2609.280051,-4627.670650,3525.457219,-0.170660,-0.046104,-0.149226
259.216,-2609.314209,-4627.679878,3525.427350,-0.170660,-0.046103,-0.149227
259.416,-2609.348367,-4627.689106,3525.397482,-0.170659,-0.046101,-0.149228
259.616,-2609.382525,-4627.698334,3525.367613,-0.170658,-0.046101,-0.149229
259.816,-2609.416683,-4627.707561,3525.337744,-0.170658,-0.046097,-0.149230
260.016,-2609.450841,-4627.716789,3525.307874,-0.170657,-0.046097,-0.149231
260.216,-2609.484998,-4627.726016,3525.278005,-0.170657,-0.046096,-0.149231
260.416,-2609.519155,-4627.735243,3525.248135,-0.170656,-0.046096,-0.149232
260.616,-2609.553313,-4627.744469,3525.218265,-0.170655,-0.046094,-0.149233
260.816,-2609.587470,-4627.753695,3525.188395,-0.170654,-0.046094,-0.149234
261.016,-2609.621627,-4627.762922,3525.158525,-0.170653,-0.046091,-0.149236
261.216,-2609.655784,-4627.772147,3525.128654,-0.170653,-0.046090,-0.149236
261.416,-2609.689941,-4627.781373,3525.098784,-0.170652,-0.046089,-0.149237
261.616,-2609.724098,-4627.790598,3525.068913,-0.170651,-0.046089,-0.149238
261.816,-2609.758254,-4627.799824,3525.039041,-0.170651,-0.046087,-0.149239
262.016,-2609.792411,-4627.809048,3525.009170,-0.170651,-0.046086,-0.149239
262.216,-2609.826567,-4627.818273,3524.979298,-0.170650,-0.046083,-0.149241
262.416,-2609.860723,-4627.827497,3524.949427,-0.170649,-0.046082,-0.149242
262.616,-2609.894880,-4627.836722,3524.919555,-0.170649,-0.046082,-0.149242
262.816,-2609.929036,-4627.845946,3524.889682,-0.170647,-0.046082,-0.149244
263.016,-2609.963192,-4627.855169,3524.859810,-0.170647,-0.046080,-0.149245
263.216,-2609.997348,-4627.864393,3524.829937,-0.170646,-0.046079,-0.149246
263.416,-2610.031503,-4627.873616,3524.800065,-0.170645,-0.046077,-0.149247
263.616,-2610.065659,-4627.882839,3524.770192,-0.170644,-0.046076,-0.149248
263.816,-2610.099814,-4627.892062,3524.740318,-0.170644,-0.046075,-0.149248
264.016,-2610.133970,-4627.901284,3524.710445,-0.170643,-0.046073,-0.149250
264.216,-2610.168125,-4627.910506,3524.680571,-0.170643,-0.046072,-0.149250
264.416,-2610.202280,-4627.919728,3524.650698,-0.170642,-0.046072,-0.149251
264.616,-2610.236435,-4627.928950,3524.620823,-0.170642,-0.046071,-0.149251
264.816,-2610.270590,-4627.938172,3524.590949,-0.170640,-0.046069,-0.149253
265.016,-2610.304745,-4627.947393,3524.561075,-0.170640,-0.046067,-0.149253
265.216,-2610.338900,-4627.956614,3524.531200,-0.170639,-0.046067,-0.149255
265.416,-2610.373054,-4627.965835,3524.501325,-0.170639,-0.046065,-0.149255
265.616,-2610.407209,-4627.975056,3524.471450,-0.170638,-0.046063,-0.149256
265.816,-2610.441363,-4627.984276,3524.441575,-0.170637,-0.046063,-0.149258
266.016,-2610.475517,-4627.993496,3524.411699,-0.170637,-0.046063,-0.149258
266.216,-2610.509671,-4628.002716,3524.381824,-0.170636,-0.046060,-0.149259
266.416,-2610.543825,-4628.011936,3524.351948,-0.170635,-0.046058,-0.149261
266.616,-2610.577979,-4628.021155,3524.322072,-0.170634,-0.046058,-0.149262
266.816,-2610.612133,-4628.030374,3524.292195,-0.170633,-0.046058,-0.149263
267.016,-2610.646287,-4628.039593,3524.262319,-0.170632,-0.046056,-0.149264
267.216,-2610.680440,-4628.048812,3524.232442,-0.170632,-0.046054,-0.149264
267.416,-2610.714593,-4628.058030,3524.202565,-0.170631,-0.046054,-0.149265
267.616,-2610.748747,-4628.067249,3524.172688,-0.170631,-0.046053,-0.149266
267.816,-2610.782900,-4628.076467,3524.142811,-0.170630,-0.046051,-0.149267
